Id,FileName,FileType,FileSize,ImgDescription,ImgTitle,Display,Portion,ImgWidth,ImgHeight,ImgHorizontalResolution,ImgVerticalResolution,ImgBitDepth,LastEditDate,ImageType
5D6001A2-7D94-4E87-A2E3-7F53735DF95F,040811106.png,Png,29666,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, circle, large, 1 slice",Aerial,1 slice,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:41,Food
2CC8DFC9-B178-490B-853B-6BC19C125E21,060111101.png,Png,29195,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, wedge, large, 1 wedge",Aerial,1 wedge,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:56,Food
F990449E-B1BE-43E7-99FF-8D41C8B472C8,060111102.png,Png,27426,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, wedge, small, 1 wedge",Aerial,1 wedge,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:56,Food
1302E408-201F-42D4-8061-48CB61BF38D8,060111103.png,Png,28526,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, wedge, medium, 1 wedge",Aerial,1 wedge,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:56,Food
53F2BEA7-E1D1-4533-A0BE-009DE002D8C8,060111104.png,Png,28338,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, wedge, medium, 3/4 wedge",Aerial,3/4 wedge,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
37BDC0E2-4B49-468C-A51B-F5A1983EF165,060111105.png,Png,27724,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, wedge, medium, 1/2 wedge",Aerial,1/2 wedge,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
D30AC76A-F5B5-4EF4-ABA0-5BE7D51EFC0F,060111106.png,Png,26878,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, wedge, medium, 1/4 wedge",Aerial,1/4 wedge,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
3CA6B603-ACE6-4BC1-8617-A4F4EFDA12D5,060111107.png,Png,28003,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, rectangle, large, 1 piece",Aerial,1 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
FFB927D8-7040-485E-848E-EA6F54E4BCEE,060111108.png,Png,26782,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, rectangle, medium, 1 piece",Aerial,1 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
3C783EBA-F8ED-4A73-832E-4D2DF913A5C4,060111109.png,Png,26698,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, rectangle, medium, 3/4 piece",Aerial,3/4 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
4C15034E-00A6-4DA4-9C9C-4C17F31E4CC2,060111110.png,Png,25736,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, rectangle, medium, 1/2 piece",Aerial,1/2 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
4F56A17D-4867-48E8-AA7F-7961FF383408,060111111.png,Png,25503,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, rectangle, medium, 1/4 piece",Aerial,1/4 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
4D7673A6-DF60-4239-BF5A-081125D4DF42,060111112.png,Png,26657,"Cake, ice cream and cake roll, not chocolate","Ice cream cake, rectangle, small, 1 piece",Aerial,1 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:57,Food
3DB25A40-1777-45CC-98BF-F17AF20EA995,090109115.png,Png,26203,"Cake, ice cream and cake roll, not chocolate","Ice cream bar (Fudgesicle), 1/2 bar",Aerial,1/2 bar,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
281F5E77-A88E-402C-813F-CBCF9F19073E,010808107.png,Png,92443,"Cake, upside down (all fruits)(Includes pineapple upside down cake)","Upside-down cake (all fruits), One layer, Wedge, Small, 1/4 piece",Aerial,1/4 piece,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 15:24,Food
1E046BB5-EACF-4F60-A296-88F84A6150D8,091002460.png,Png,20011,"Calzone, with meat and cheese","Calzone with meat and cheese, 3/4 calzone",Aerial,3/4 calzone,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:37,Food
98CC9DE7-FF94-4DBA-A72B-38DBFB93E2A9,091002461.png,Png,18352,"Calzone, with meat and cheese","Calzone with meat and cheese, 1/2 calzone",Aerial,1/2 calzone,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:37,Food
B1A2F5F1-B654-4385-AABB-56E5605BABC8,091002462.png,Png,17182,"Calzone, with meat and cheese","Calzone with meat and cheese, 1/4 calzone",Aerial,1/4 calzone,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:37,Food
3108A084-7F79-495C-B377-096D590BFE8F,111902272.png,Png,16481,"Caramel with nuts, chocolate covered","Nestle Turtles, 1 turtle",Aerial,1 turtle,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:08,Food
C7230F59-3BA7-4C92-A78E-E9AB29921361,111902274.png,Png,54017,"Caramel with nuts, chocolate covered","Reese's Nutrageous, 1 regular size",Aerial,1 bar,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:42,Food
B11FE90B-1CB9-4212-A676-999B58EED936,111902275.png,Png,53353,"Caramel with nuts, chocolate covered","Reese's Nutrageous, 1/2 regular size",Aerial,1/2 regular size,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:42,Food
BE685584-2E1D-4CFC-BE49-F36BA8F22805,112602111.png,Png,17335,"Caramel with nuts, chocolate covered","Goo goo Clusters candy, 1 cluster",Aerial,1 cluster,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:10,Food
EABE7D7F-968D-464E-A129-88AC7517E813,112602112.png,Png,16345,"Caramel with nuts, chocolate covered","Goo goo Clusters candy, 1/2 cluster",Aerial,1/2 cluster,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:10,Food
91E09CA8-C7AA-4523-9A4A-FCF793E942C8,121010102.png,Png,29554,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 3 pastelillos",Aerial,3 pastelillos,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
68A1BAE2-A98B-4E63-8221-A1E1CCD36379,121010103.png,Png,27980,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 2 1/2 pastelillos",Aerial,2-1/2 pastelillos,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
0BA094D4-9DFD-47C4-AFC9-6B6819FAC4AA,121010104.png,Png,26850,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 2 pastelillos",Aerial,2 pastelillos,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
201A9B20-A5E9-4B2E-949A-AD59100ACC7A,121010105.png,Png,25925,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 1 1/2 pastelillo",Aerial,1-1/2 pastelillo,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
3874008D-71AC-497D-9ACF-0AA473A5331D,121010106.png,Png,24413,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 1 pastelillo",Aerial,1 pastelillo,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
AA642BF0-B487-4119-9FF4-774C0B395579,121010107.png,Png,24480,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 3/4 pastelillos",Aerial,3/4 pastelillo,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
BAF1258B-F9C4-454C-91E9-60FE936B499C,121010108.png,Png,23615,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 1/2 pastelillos",Aerial,1/2 pastelillos,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
C8CD13F9-D40C-4836-BD26-1216A924AAC2,121010109.png,Png,22778,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)","Pastelillo (cheese), 1/4 pastelillos",Aerial,1/4 pastelillos,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:16,Food
D49CF0A2-68F0-4EC1-9316-5A511629286B,052110101.png,Png,32125,Chicken egg foo yung (young),"Egg foo yung (chicken), 1 patty",Aerial,1 patty,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:54,Food
523F3083-21E0-41F4-B170-887A0183D03A,052110102.png,Png,31272,Chicken egg foo yung (young),"Egg foo yung (chicken), 3/4 patty",Aerial,3/4 patty,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:54,Food
C5706638-B89C-40E4-9C4C-24D74D17FEEC,052110103.png,Png,30132,Chicken egg foo yung (young),"Egg foo yung (chicken), 1/2 patty",Aerial,1/2 patty,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:54,Food
927027E4-856F-4FB4-A2DC-0337141BBCA6,052110104.png,Png,29013,Chicken egg foo yung (young),"Egg foo yung (chicken), 1/4 patty",Aerial,1/4 patty,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:54,Food
8230E751-6329-4D82-A517-5B9A2E76B3D9,063010101.png,Png,20205,"Chicken or turkey soup, cream of, prepared with water (Includes instant)","Cream of chicken soup, 1/4 cup",Aerial,1/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:01,Food
308DA6E5-41BF-4F14-8553-6140F6FC592B,031103110.png,Png,23995,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken with barbecue sauce, shredded, 1/4 cup",Aerial,1/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:33,Food
9D828D8B-061C-4E0B-8F2C-44021F1F7E8A,031103111.png,Png,29491,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken with barbecue sauce, shredded, 1/2 cup",Aerial,1/2 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:33,Food
EBBF57E9-ACE5-4DE1-A9DA-47362E616CF8,031103112.png,Png,34574,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken with barbecue sauce, shredded, 3/4 cup",Aerial,3/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:33,Food
10512DB1-A479-4970-8137-C3B3366DBC60,031103113.png,Png,37709,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken with barbecue sauce, shredded, 1 cup",Aerial,1 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:33,Food
9B79A751-44AA-465A-8F17-324481FA81E1,111511102.png,Png,30959,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 1/2 cup",Aerial,1/2 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
01F0B363-DE02-4779-8B57-68DCB4E13807,111511103.png,Png,33140,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 3/4 cup",Aerial,3/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
4FF89D77-5848-4A71-BCE6-0E3482D42450,111511104.png,Png,35381,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 1 cup",Aerial,1 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
50589059-1A8A-4FD3-B159-AA69C814ADB2,111511105.png,Png,36685,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 1 1/4 cups",Aerial,1-1/4 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
5B85774D-7D79-4C18-888F-4F77109257A7,111511106.png,Png,37555,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 1 1/2 cups",Aerial,1-1/2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
62DABE65-660E-43F8-A2BE-E5C60D194EF6,111511107.png,Png,38921,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 1 3/4 cups",Aerial,1-3/4 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
31FDAB03-B712-4349-BB33-4445CE8B268C,111511108.png,Png,40249,"Chicken or turkey with barbecue sauce (mixture), skin eaten","Chicken breast (barbecued), 2 cups",Aerial,2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:07,Food
4C7A0264-7564-4247-B979-ECF065E5711F,110411107.png,Png,28379,"Chicken, leg (drumstick and thigh), roasted, broiled or baked, skin eaten","Chicken leg (baked), no coating; with skin, small, 1 piece",Aerial,1 piece,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:03,Food
0CBF7287-5FC3-4DB7-B6A0-30D70FC7F0D8,012709119.png,Png,29230,Chili con carne with beans and macaroni,"Chili mac, 1/4 cup",Aerial,1/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
F7218FC2-AA7C-4A91-8AB9-17A740CDF7B6,012709120.png,Png,32242,Chili con carne with beans and macaroni,"Chili mac, 1/2 cup",Aerial,1/2 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
28CEBFB1-2CC6-4BC0-A5A9-94EAF463ADAC,012709121.png,Png,34081,Chili con carne with beans and macaroni,"Chili mac, 3/4 cup",Aerial,3/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
C7EBAC0F-CC1C-4457-A0AF-BAD0B46C2AC6,012709122.png,Png,37056,Chili con carne with beans and macaroni,"Chili mac, 1 cup",Aerial,1 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
9D0F11F2-D300-465D-862A-A2F5FB66079C,012709123.png,Png,38961,Chili con carne with beans and macaroni,"Chili mac, 1 1/2 cups",Aerial,1-1/2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
12C1B416-98E1-4126-9F8E-18087F62F346,012709124.png,Png,41378,Chili con carne with beans and macaroni,"Chili mac, 2 cups",Aerial,2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
C5057E52-7CFB-49D8-B47E-89B2C361761D,012709125.png,Png,41909,Chili con carne with beans and macaroni,"Chili mac, 2 1/2 cups",Aerial,2-1/2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
266B99BF-640A-44E7-8B26-2FDAC16D4D50,012709126.png,Png,43267,Chili con carne with beans and macaroni,"Chili mac, 3 cups",Aerial,3 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:23,Food
4624E733-1CC6-4003-A042-190CF7D5BBE0,102207101.png,Png,19589,"Cookie, biscotti (Italian sugar cookie)","Biscotti, 1 cookie",Aerial,1 cookie,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 11:00,Food
93E9AD8C-1E0B-46F8-B866-82796BFE9A40,040908416.png,Png,51974,"Cookie, brownie, with icing","Brownie (regular with icing, Small), Small, 1 brownie",Angled,1 brownie,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 15:49,Food
CCC98B33-A124-4048-8D52-6D9DA9254271,040908417.png,Png,18410,"Cookie, brownie, with icing","Brownie (regular with icing, Medium), Medium, 1 brownie",Angled,1 brownie,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 9:42,Food
01CBEA76-6363-4CD1-A311-A6987B790003,040908418.png,Png,55013,"Cookie, brownie, with icing","Brownie (regular with icing, Large), Large, 1 brownie",Angled,1 brownie,307 pixels,206 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 15:49,Food
A765604E-CCDD-4BDF-B698-7B762A556B34,081302418.png,Png,60302,"Cookie, brownie, with icing","Brownie with icing, 1 brownie",Aerial,1 brownie,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 16:44,Food
D66086E6-18F1-4C50-80B7-7D163FD1D919,101907169.png,Png,50469,"Cookie, brownie, with icing","Brownie (regular with icing, Large), 1 brownie",Aerial,1 brownie,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:29,Food
202E84B5-8B5B-42DA-A657-EA58BAA59621,101907174.png,Png,48620,"Cookie, brownie, with icing","Brownie (regular with icing, Small), 1 brownie",Aerial,1 brownie,307 pixels,230 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,10/9/2013 17:29,Food
93213263-73DB-4EA2-9170-C55C1F4730E7,081502228.png,Png,17549,"Cookie, oatmeal","Cookie, oatmeal, 1 small size",Aerial,1 small cookie,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
4DC5558F-6989-4306-ADBA-6DEE9F22B5E5,081502229.png,Png,18940,"Cookie, oatmeal","Cookie, oatmeal, 1 medium size",Aerial,1 medium size,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
7E292B2F-2415-4CD8-B808-F03B52997460,081502230.png,Png,20577,"Cookie, oatmeal","Cookie, oatmeal, 1 big size",Aerial,1 big cookie,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
A2381306-462F-4F44-BACC-7588A0B9D717,101107153.png,Png,28410,"Cookie, oatmeal","Oatmeal cookie (regular), large, 1 cookie",Aerial,1 cookie,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:53,Food
607B8F4F-5E0A-418C-BE32-9BB915E79C5D,081502108.png,Png,16997,"Cookie, vanilla wafer","Cookie, vanilla wafer, 1 medium size",Aerial,1 medium size,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
99BA4D11-3DDC-44D1-A373-F688E6C14D85,081908116.png,Png,26229,"Cookie, vanilla wafer","Vanilla wafer, Small, 1 cookie",Aerial,1 cookie,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:30,Food
BAA41634-4DA1-4F0B-86B2-966300085DA8,090209101.png,Png,29681,"Cream puff, eclair, custard or cream filled, iced","Eclair (iced), 1 éclair",Aerial,1 éclair,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
D3254763-D5BA-4FA8-BACB-3A38D8A3692E,090209102.png,Png,28360,"Cream puff, eclair, custard or cream filled, iced","Eclair (iced), 3/4 éclair",Aerial,3/4 éclair,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
DF117747-1041-4CA5-BF96-A8F7731AA879,090209103.png,Png,27215,"Cream puff, eclair, custard or cream filled, iced","Eclair (iced), 1/2 éclair",Aerial,1/2 éclair,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
D65482D2-FBAE-4D94-A86E-80CB02090EC5,090209104.png,Png,25889,"Cream puff, eclair, custard or cream filled, iced","Eclair (iced), 1/4 éclair",Aerial,1/4 éclair,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
EFC8EB58-C598-42EB-BF2E-19ACB05D7D45,090209105.png,Png,30322,"Cream puff, eclair, custard or cream filled, iced","Cream puff (iced), 1 cream puff",Aerial,1 cream puff,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
339298A1-9EFA-45F2-8D5D-932E5C0EB9CE,090209106.png,Png,29679,"Cream puff, eclair, custard or cream filled, iced","Cream puff (iced), 3/4 cream puff",Aerial,3/4 cream puff,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
8880E370-9E23-4617-8DD6-E6828A1940A1,090209107.png,Png,28319,"Cream puff, eclair, custard or cream filled, iced","Cream puff (iced), 1/2 cream puff",Aerial,1/2 cream puff,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
B60271C2-2208-44D1-BE3C-F0BEFABEA228,090209108.png,Png,27252,"Cream puff, eclair, custard or cream filled, iced","Cream puff (iced), 1/4 cream puff",Aerial,1/4 cream puff,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:34,Food
BDF420C8-CFF6-4E46-9D08-BE406ADF05F8,081302608.png,Png,18926,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 1/4 cup",Aerial,1/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
90268035-9D88-4E15-8A56-22EE1F2BA987,081302609.png,Png,21973,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 1/2 cup",Aerial,1/2 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
5D0EC423-8658-4BF0-BCBC-8AD4F27DC65B,081302610.png,Png,24240,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 3/4 cup",Aerial,3/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
A83E1C57-470E-4F3F-AF18-46060FB9625A,081302611.png,Png,26242,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 1 cup",Aerial,1 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
77012A6A-1099-4B3A-AC73-4D690F805123,081302612.png,Png,29066,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 1-1/4 cups",Aerial,1-1/4 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
F5325B0C-EF0D-4613-97B0-7B8D9AC9BFA3,081302613.png,Png,32397,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 1-1/2 cups",Aerial,1-1/2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
0ACB59FB-98BE-4124-ADA8-3E23B4A7B338,081302614.png,Png,33935,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 1-3/4 cups",Aerial,1-3/4 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
24154507-35E7-4D23-A4E6-8389214E92CF,081302615.png,Png,36661,Cucumber salad with creamy dressing,"Cucumber salad, creamy dressing, 2 cups",Aerial,2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:26,Food
93E3953F-3091-4261-9DC6-2FC22481365B,073002145.png,Png,19969,"Cucumber, raw","Cucumber, raw, 1/4 cup, slices",Aerial,1/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
DD4E51F8-F6CC-4734-85CE-901EDDE6270F,073002146.png,Png,22987,"Cucumber, raw","Cucumber, raw, 1/2 cup, slices",Aerial,1/2 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
A6D62168-EFAE-49D9-9F41-50BD581461AD,073002147.png,Png,26501,"Cucumber, raw","Cucumber, raw, 3/4 cup, slices",Aerial,3/4 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
B35C6D6C-B092-4981-A7EF-09F280227672,073002148.png,Png,29058,"Cucumber, raw","Cucumber, raw, 1 cup, slices",Aerial,1 cup,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
483C38A7-45A2-4514-A454-915573A0F3C4,073002149.png,Png,32280,"Cucumber, raw","Cucumber, raw, 1-1/4 cups, slices",Aerial,1-1/4 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
03C9930C-EEB8-4DE3-BEB0-5B4C354B53BA,073002150.png,Png,34678,"Cucumber, raw","Cucumber, raw, 1-1/2 cups, slices",Aerial,1-1/2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
E3DBE924-E896-4E22-BC0D-3B987D52B066,073002151.png,Png,37093,"Cucumber, raw","Cucumber, raw, 1-3/4 cups, slices",Aerial,1-3/4 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
73A8BD51-FD6F-4C13-BCB7-694BFAA4288A,073002152.png,Png,38997,"Cucumber, raw","Cucumber, raw, 2 cups, slices",Aerial,2 cups,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:14,Food
E58D7B1A-C0BC-4E3A-87F6-6BF2EE5E9324,101409110.png,Png,29672,"Cucumber, raw","Cucumber, raw, 8 pieces",Aerial,8 pieces,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:55,Food
83418670-3537-496D-AEE3-41A2A429234A,101409111.png,Png,28950,"Cucumber, raw","Cucumber, raw, 7 pieces",Aerial,7 pieces,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:55,Food
ECFFB695-BD3B-49C6-A308-D50DB2075269,101409112.png,Png,28427,"Cucumber, raw","Cucumber, raw, 6 pieces",Aerial,6 pieces,160 pixels,160 pixels,96 pixels per inch,96 pixels per inch,Format32bppArgb,11/5/2013 10:55,Food
